id,artist,before,after
6109,讚美之泉,10　主のみざでバイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上,10 主のみざでバイブルレッスン【さんびの泉・SOPキッズワーシップ２陽はてるよ雲の上
6170,Jennifer Poon,齊唱兒歌_羊咩咩（曲、詞：古丹青）,齊唱兒歌_羊咩咩(曲、詞：古丹青)
6172,HALLELUYA MEDIA,這個家 粵語詩歌（純卡通漫畫版 含經文 歌詞 團契小組）,這個家 粵語詩歌(純卡通漫畫版 含經文 歌詞 團契小組)
6178,Kit-man Choi,全身讚美主(童心快樂唱2）,全身讚美主(童心快樂唱2)
6179,Jasonboy Music,聖經《聖靈果子》（粵語￼詩歌）,聖經《聖靈果子》(粵語￼詩歌)
6343,讚美之泉,【十字架の愛 In the Cross】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【十字架の愛 In the Cross】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6344,讚美之泉,【世界中のだれよりも The Love of My Life】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【世界中のだれよりも The Love of My Life】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6345,讚美之泉,【だれかがまっててくれる Someone Is Waiting】キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【だれかがまっててくれる Someone Is Waiting】キッズワーシップ - Stream of Praise Japanese Album (1)
6346,讚美之泉,【山を見上げて Lift My Eyes Up To the Hills】キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【山を見上げて Lift My Eyes Up To the Hills】キッズワーシップ - Stream of Praise Japanese Album (1)
6347,讚美之泉,【かえろう Coming Home】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【かえろう Coming Home】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6348,讚美之泉,【信じれば奇跡は起こる 相信有愛就有奇蹟】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【信じれば奇跡は起こる 相信有愛就有奇蹟】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6349,讚美之泉,【天が開き Open Heaven】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【天が開き Open Heaven】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6350,讚美之泉,【あふれる力 I Am Strengthened in Him】キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【あふれる力 I Am Strengthened in Him】キッズワーシップ - Stream of Praise Japanese Album (1)
6351,讚美之泉,【この心満たして Come and Fill Me Up】キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【この心満たして Come and Fill Me Up】キッズワーシップ - Stream of Praise Japanese Album (1)
6352,讚美之泉,【パパとママの愛 The Love of Dad and Mom】キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【パパとママの愛 The Love of Dad and Mom】キッズワーシップ - Stream of Praise Japanese Album (1)
6404,讚美之泉,【小さな夢 Little Dream】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Kids Worship Album (1),【小さな夢 Little Dream】兒童敬拜 キッズワーシップ - Stream of Praise Japanese Album (1)
6466,讚美之泉,敬拜讚美實況錄影(3) DVD - 巡迴微紀錄片: 香港聚會,敬拜讚美實況錄影(3) - 巡迴微紀錄片: 香港聚會
6467,讚美之泉,敬拜讚美實況錄影(3) DVD - 主祢是我盼望,敬拜讚美實況錄影(3) - 主祢是我盼望
6468,讚美之泉,敬拜讚美實況錄影(3) DVD - 單單只為祢,敬拜讚美實況錄影(3) - 單單只為祢
6469,讚美之泉,敬拜讚美實況錄影(3) DVD - 高舉十架,敬拜讚美實況錄影(3) - 高舉十架
6470,讚美之泉,敬拜讚美實況錄影(3) DVD - 將天敞開,敬拜讚美實況錄影(3) - 將天敞開
6471,讚美之泉,2013 敬拜讚美實況錄影(3) - 將天敞開 DVD 宣傳短片,2013 敬拜讚美實況錄影(3) - 將天敞開 宣傳短片
6605,約書亞樂團,【如同橄欖樹 / Like An Olive Tree】Acoustic Live 官方歌詞 - 馬勝恩 Asiwa Mavaliw,【如同橄欖樹 / Like An Olive Tree】Acoustic Live - 馬勝恩 Asiwa Mavaliw
6610,約書亞樂團,【救贖恩典 / Redeeming Grace】官方歌詞 - 何彥臻 Franny Ho,【救贖恩典 / Redeeming Grace】 - 何彥臻 Franny Ho
6614,約書亞樂團,【同心站立 / As One We Stand】官方歌詞 - 曾晨恩 Yusifu Pulu、 謝思穎 Panay Isak,【同心站立 / As One We Stand】 - 曾晨恩 Yusifu Pulu、 謝思穎 Panay Isak
6616,約書亞樂團,【同負一軛 / Yoked Together】官方歌詞 - 馬勝恩 Asiwa Mavaliw、高承恩 Kevin Gao、鄭牧德 Darren Cheng,【同負一軛 / Yoked Together】 - 馬勝恩 Asiwa Mavaliw、高承恩 Kevin Gao、鄭牧德 Darren Cheng
6617,約書亞樂團,【祢是良善 / You Are Good】官方歌詞 - 謝思穎 Panay Isak,【祢是良善 / You Are Good】 - 謝思穎 Panay Isak
6618,約書亞樂團,【Rock for JESUS / 為耶穌搖滾】官方歌詞 - 曹之懿 Isabelle Tsao、曾子瑄 Dorcas Tseng,【Rock for JESUS / 為耶穌搖滾】 - 曹之懿 Isabelle Tsao、曾子瑄 Dorcas Tseng
6619,約書亞樂團,【永恆盼望 / Eternal Hope】官方歌詞 - 陳州邦 Ben Chen、馬永蒂 Matilda Ma,【永恆盼望 / Eternal Hope】 - 陳州邦 Ben Chen、馬永蒂 Matilda Ma
6620,約書亞樂團,【微小的聲音 / Gentle Whisper】官方歌詞 - 曾沛慈 Pets Tseng,【微小的聲音 / Gentle Whisper】 - 曾沛慈 Pets Tseng
6621,約書亞樂團,【瞳人 / The Apple of Your Eye】官方歌詞 - 芙賽以撒 Fusay Isak,【瞳人 / The Apple of Your Eye】 - 芙賽以撒 Fusay Isak
6650,約書亞樂團,【祢是我的光 / You are the light of my life／Isu ga syax maku】官方歌詞 - 璽恩 SiEnVanessa,【祢是我的光 / You are the light of my life／Isu ga syax maku】 - 璽恩 SiEnVanessa
6658,約書亞樂團,【敬畏的心 / A Reverent Heart】官方歌詞 - 璽恩 SiEnVanessa,【敬畏的心 / A Reverent Heart】 - 璽恩 SiEnVanessa
6679,約書亞樂團,【澆灌 / Pour Down】官方歌詞 - 曾晨恩 Yusifu Pulu,【澆灌 / Pour Down】 - 曾晨恩 Yusifu Pulu
6693,約書亞樂團,【信靠跟隨 / Trust and Follow】官方歌詞 - 璽恩 SiEnVanessa,【信靠跟隨 / Trust and Follow】 - 璽恩 SiEnVanessa
6694,約書亞樂團,【榮耀的冠冕 / Glorious Crown】官方歌詞 - 謝思穎 Panay Isak,【榮耀的冠冕 / Glorious Crown】 - 謝思穎 Panay Isak
6696,約書亞樂團,【祢愛真實 / Your Love Is So True】官方歌詞 - 周巽光 Ewen Chow,【祢愛真實 / Your Love Is So True】 - 周巽光 Ewen Chow
6698,約書亞樂團,【感謝祢在這 / Thank You for Being Here】官方歌詞 - 曾晨恩 Yusifu Pulu,【感謝祢在這 / Thank You for Being Here】 - 曾晨恩 Yusifu Pulu
6699,約書亞樂團,【祝福之地 / The Land of Blessing】官方歌詞 - 曹之懿 Isabelle Tsao,【祝福之地 / The Land of Blessing】 - 曹之懿 Isabelle Tsao
6700,約書亞樂團,【齊心合一 / United with One Heart】官方歌詞 - 馬永蒂 Matilda Ma,【齊心合一 / United with One Heart】 - 馬永蒂 Matilda Ma
6702,約書亞樂團,【像極了天堂 / Just Like Heaven】官方歌詞 - 芙賽以撒 Fusay Isak,【像極了天堂 / Just Like Heaven】 - 芙賽以撒 Fusay Isak
6703,約書亞樂團,【簡單呼吸 / Simply Breathing】官方歌詞 - 馬永蒂 Matilda Ma,【簡單呼吸 / Simply Breathing】 - 馬永蒂 Matilda Ma
6704,約書亞樂團,【祢寶血為我而流 / Your Blood Shed for Me】官方歌詞 - 璽恩 SiEnVanessa,【祢寶血為我而流 / Your Blood Shed for Me】 - 璽恩 SiEnVanessa
6742,約書亞樂團,【回到起初的愛 / Back to My First Love】官方歌詞 - 陳州邦 Ben Chen,【回到起初的愛 / Back to My First Love】 - 陳州邦 Ben Chen
6744,約書亞樂團,【氣息 / Breath】官方歌詞 - 璽恩 SiEnVanessa,【氣息 / Breath】 - 璽恩 SiEnVanessa
6746,611 worship,一顆謙卑的心 [611 靈糧堂敬拜詩歌創作專輯1 ],一顆謙卑的心 [靈糧堂敬拜詩歌創作專輯1 - 一顆謙卑的心]
6748,約書亞樂團,【Don’t Give Up / 不要放棄】官方歌詞 - 馬勝恩 Asiwa Mavaliw 、 李曉茹 Jamie Lee,【Don’t Give Up / 不要放棄】 - 馬勝恩 Asiwa Mavaliw 、 李曉茹 Jamie Lee
6749,約書亞樂團,【讓呼求升起 / Let Prayers Arise】官方歌詞 - 陳雅玲 Sunay Chen,【讓呼求升起 / Let Prayers Arise】 - 陳雅玲 Sunay Chen
6750,約書亞樂團,【逆流前行 / Against the Flood】官方歌詞 - 馬永蒂 Matilda Ma,【逆流前行 / Against the Flood】 - 馬永蒂 Matilda Ma
6751,約書亞樂團,【降服得生命 / Surrender for Life】官方歌詞 - 何彥臻 Franny Ho,【降服得生命 / Surrender for Life】 - 何彥臻 Franny Ho
6788,約書亞樂團,【在我裡面的比世界更大 / Greater Than This World】官方歌詞 - 謝思穎 Panay Isak｜feat.趙治達,【在我裡面的比世界更大 / Greater Than This World】 - 謝思穎 Panay Isak｜feat.趙治達
6791,約書亞樂團,【苦水變新酒 / New Wine From Bitter Waters】官方歌詞 - 馬永蒂 Matilda Ma,【苦水變新酒 / New Wine From Bitter Waters】 - 馬永蒂 Matilda Ma
6792,約書亞樂團,【返璞歸真 / Back to Where It All Began】官方歌詞 - 高承恩 Kevin Gao,【返璞歸真 / Back to Where It All Began】 - 高承恩 Kevin Gao
6819,約書亞樂團,【祢使我勇敢 / You Make Me Courageous】Acoustic Live 官方歌詞 - 謝思穎 Panay Isak,【祢使我勇敢 / You Make Me Courageous】Acoustic Live - 謝思穎 Panay Isak
6822,約書亞樂團,【盼望引力 / Gravity of Hope】Acoustic Live 官方歌詞 - 曾晨恩,【盼望引力 / Gravity of Hope】Acoustic Live - 曾晨恩
6823,約書亞樂團,【小鱒之歌 / Song of Little Trout】Acoustic Live 官方歌詞 - 璽恩 SiEnVanessa,【小鱒之歌 / Song of Little Trout】Acoustic Live - 璽恩 SiEnVanessa
6826,約書亞樂團,【回到起初 / Very First Thing】Acoustic Live 官方歌詞 - 璽恩 SiEnVanessa,【回到起初 / Very First Thing】Acoustic Live - 璽恩 SiEnVanessa
6839,約書亞樂團,No.24【到應許之地 / Toward Promised Land】官方歌詞 - feat.趙治德,No.24【到應許之地 / Toward Promised Land】 - feat.趙治德
6842,約書亞樂團,No.24【下我的寶座 / I Let Go My Throne】官方歌詞 - 周巽光,No.24【下我的寶座 / I Let Go My Throne】 - 周巽光
6845,約書亞樂團,No.24【永遠不離開 / Never Forsaken】官方歌詞 - 何彥臻,No.24【永遠不離開 / Never Forsaken】 - 何彥臻
6847,約書亞樂團,No.24【I'm FREE / 得著自由】官方歌詞 - 陳州邦、謝思穎,No.24【I'm FREE / 得著自由】 - 陳州邦、謝思穎
6852,約書亞樂團,No.24【井邊 / Beside the Well】官方歌詞 - 曹之懿,No.24【井邊 / Beside the Well】 - 曹之懿
6855,約書亞樂團,No.24【祢的話語 / Your Spoken Words】官方歌詞 - 李曉茹,No.24【祢的話語 / Your Spoken Words】 - 李曉茹
6857,約書亞樂團,No.24【敬畏的心 / A Reverent Heart】官方歌詞 - 曾晨恩,No.24【敬畏的心 / A Reverent Heart】 - 曾晨恩
6866,約書亞樂團,No.24【在祢愛裡 / Live in Your Love】官方歌詞 - 芙賽以撒、謝思穎,No.24【在祢愛裡 / Live in Your Love】 - 芙賽以撒、謝思穎
6873,約書亞樂團,No.24【通往祢的路 / Way to You】官方歌詞 - 陳州邦,No.24【通往祢的路 / Way to You】 - 陳州邦
6880,約書亞樂團,No.24【做我自己 / Be Myself】官方歌詞 - 周巽光,No.24【做我自己 / Be Myself】 - 周巽光
8143,小羊詩歌,抬頭仰望（粵語）,抬頭仰望(粵語)
8160,小羊詩歌,【現場版】抬頭仰望（粵語）,【現場版】抬頭仰望(粵語)
8221,小羊詩歌,與我同往（雅歌）| · 基音原創《聲合為一》專輯,與我同往(雅歌)| · 基音原創《聲合為一》專輯
8262,小羊詩歌,詩篇二十三篇（台語）| 《主啊，誰人親像袮》專輯,詩篇二十三篇(台語)| 《主啊，誰人親像袮》專輯
8263,小羊詩歌,我欲等候耶和華（台語）| 《主啊，誰人親像袮》專輯,我欲等候耶和華(台語)| 《主啊，誰人親像袮》專輯
8264,小羊詩歌,主啊，誰人親像祢（台語）| 《主啊，誰人親像袮》專輯,主啊，誰人親像祢(台語)| 《主啊，誰人親像袮》專輯
8265,小羊詩歌,祢的愛（台語）| 《主啊，誰人親像祢》專輯,祢的愛(台語)| 《主啊，誰人親像祢》專輯
8266,小羊詩歌,祢歡喜的祭（台語）| 《主啊，誰人親像祢》專輯,祢歡喜的祭(台語)| 《主啊，誰人親像祢》專輯
8267,小羊詩歌,救主愛疼的聲（台語）| 《主啊，誰人親像袮》專輯,救主愛疼的聲(台語)| 《主啊，誰人親像袮》專輯
8268,小羊詩歌,耶穌愛我，我知影（台語）| 《主啊，誰人親像袮》專輯,耶穌愛我，我知影(台語)| 《主啊，誰人親像袮》專輯
8269,小羊詩歌,稱頌祢聖名（台語）| 《主啊，誰人親像祢》專輯,稱頌祢聖名(台語)| 《主啊，誰人親像祢》專輯
8270,小羊詩歌,永遠稱謝祢（台語）| 《主啊，誰人親像祢》專輯,永遠稱謝祢(台語)| 《主啊，誰人親像祢》專輯
8283,小羊詩歌,YOU ARE MY FAVORITE（國語）| 《永遠》專輯,YOU ARE MY FAVORITE(國語)| 《永遠》專輯
8285,小羊詩歌,獻上一生（粵語）| 《再次將我更新》專輯,獻上一生(粵語)| 《再次將我更新》專輯
8286,小羊詩歌,我向祢呼求（粵語）| 《再次將我更新》專輯,我向祢呼求(粵語)| 《再次將我更新》專輯
8316,小羊詩歌,耶穌基督是主（童聲版）| 《願祢的國降臨》專輯,耶穌基督是主(童聲版)| 《願祢的國降臨》專輯
8341,小羊詩歌,"祝（台語）| 《主啊,誰人親像袮》專輯","祝(台語)| 《主啊,誰人親像袮》專輯"
8389,泥土音樂,當我禱告 When I Pray （現場版）盛曉玫 Amy Sand 專輯：平安永不離開,當我禱告 When I Pray (現場版)盛曉玫 Amy Sand 專輯：平安永不離開
8390,泥土音樂,一生的抉擇 Decision Of A Lifetime （官方版）盛曉玫 Amy Sand 專輯：不變的愛,一生的抉擇 Decision Of A Lifetime (官方版)盛曉玫 Amy Sand 專輯：不變的愛
8392,泥土音樂,愛你到底 Love You Till The End（官方版）盛曉玫 Amy Sand 專輯：好心情,愛你到底 Love You Till The End(官方版)盛曉玫 Amy Sand 專輯：好心情
8393,泥土音樂,我是誰 Who Am I（官方版）盛曉玫 Amy Sand 專輯：就在這裡,我是誰 Who Am I(官方版)盛曉玫 Amy Sand 專輯：就在這裡
8394,泥土音樂,讓我說聲謝謝你 Let Me Say Thank you（官方版）盛曉玫 Amy Sand 專輯 ：好心情,讓我說聲謝謝你 Let Me Say Thank you(官方版)盛曉玫 Amy Sand 專輯 ：好心情
8395,泥土音樂,愛的力量（官方版）盛曉玫 專輯：平安永不離開,愛的力量(官方版)盛曉玫 專輯：平安永不離開
8396,泥土音樂,有祢比什麼都好 I'd Rather Have You （現場版）盛曉玫 Amy Sand 專輯：平安永不離開,有祢比什麼都好 I'd Rather Have You (現場版)盛曉玫 Amy Sand 專輯：平安永不離開
8397,泥土音樂,一起走 Walk with me（官方版）婚禮的祝福 盛曉玫 Amy Sand 專輯：就在這裡,一起走 Walk with me(官方版)婚禮的祝福 盛曉玫 Amy Sand 專輯：就在這裡
8398,泥土音樂,越久越甘甜 It gets sweeter （官方版）盛曉玫 Amy Sand 專輯 ：好心情,越久越甘甜 It gets sweeter (官方版)盛曉玫 Amy Sand 專輯 ：好心情
8400,泥土音樂,盼望（官方版）盛曉玫 專輯：好心情,盼望(官方版)盛曉玫 專輯：好心情
8401,泥土音樂,一家人（官方版）盛曉玫 專輯：平安永不離開,一家人(官方版)盛曉玫 專輯：平安永不離開
8403,泥土音樂,讓世界看見希望 Let The World See Hope （現場版）盛曉玫 Amy Sand 專輯：平安永不離開,讓世界看見希望 Let The World See Hope (現場版)盛曉玫 Amy Sand 專輯：平安永不離開
8406,泥土音樂,我願跟隨祢 I Will Follow You（官方版）盛曉玫 Amy Sand 專輯：腳步,我願跟隨祢 I Will Follow You(官方版)盛曉玫 Amy Sand 專輯：腳步
8407,泥土音樂,新天地 New Heaven & New Earth（官方版）盛曉玫 Amy Sand 專輯：親密的朋友,新天地 New Heaven & New Earth(官方版)盛曉玫 Amy Sand 專輯：親密的朋友
8408,泥土音樂,祂是道路 He Is the Way （官方版）盛曉玫 Amy Sand 專輯：有一天,祂是道路 He Is the Way (官方版)盛曉玫 Amy Sand 專輯：有一天
8409,泥土音樂,當我禱告 When I Pray （官方版）曉玫 Amy Sand 專輯：平安永不離開,當我禱告 When I Pray (官方版)曉玫 Amy Sand 專輯：平安永不離開
8410,泥土音樂,愛的力量 Strength of Love （官方版）盛曉玫 Amy Sand 專輯：平安永不離開,愛的力量 Strength of Love (官方版)盛曉玫 Amy Sand 專輯：平安永不離開
8411,泥土音樂,有你比什麼都好 I'd Rather Have You （官方版）盛曉玫 Amy Sand 專輯：平安永不離開,有你比什麼都好 I'd Rather Have You (官方版)盛曉玫 Amy Sand 專輯：平安永不離開
8412,泥土音樂,天歡喜 地快樂 Heaven and Earth Rejoice （官方版）盛曉玫 Amy Sand 專輯：平安永不離開,天歡喜 地快樂 Heaven and Earth Rejoice (官方版)盛曉玫 Amy Sand 專輯：平安永不離開
8413,泥土音樂,平安永不離開 Peace Remains （官方版）盛曉玫 Amy Sand 專輯：平安永不離開,平安永不離開 Peace Remains (官方版)盛曉玫 Amy Sand 專輯：平安永不離開
8414,泥土音樂,一家人 One Family （官方版）盛曉玫 Amy Sand 專輯：平安永不離開,一家人 One Family (官方版)盛曉玫 Amy Sand 專輯：平安永不離開
8420,泥土音樂,恩典的記號 Marks Of Grace (音樂會版）盛曉玫 Amy Sand 專輯 ：幸福,恩典的記號 Marks Of Grace (音樂會版)盛曉玫 Amy Sand 專輯 ：幸福
8421,泥土音樂,耶穌掌權 Jesus Reigns (音樂會版）盛曉玫 Amy Sand 專輯 ：脚步,耶穌掌權 Jesus Reigns (音樂會版)盛曉玫 Amy Sand 專輯 ：脚步
8422,泥土音樂,雨後的天空 After the rain (音樂會版）盛曉玫 Amy Sand 專輯 ：不變的愛,雨後的天空 After the rain (音樂會版)盛曉玫 Amy Sand 專輯 ：不變的愛
8423,泥土音樂,好心情 Feeling Happy (音樂會版）盛曉玫 Amy Sand 專輯 ：好心情,好心情 Feeling Happy (音樂會版)盛曉玫 Amy Sand 專輯 ：好心情
8425,泥土音樂,有一天 One Day (音樂會版）盛曉玫 Amy Sand 專輯 ：有一天,有一天 One Day (音樂會版)盛曉玫 Amy Sand 專輯 ：有一天
8429,泥土音樂,醫治的愛 Healing Love (音樂會版）盛曉玫 Amy Sand 專輯 ：好心情,醫治的愛 Healing Love (音樂會版)盛曉玫 Amy Sand 專輯 ：好心情
8436,泥土音樂,首張日語專輯 活出愛 （愛を形に）發行了！ 向日本朋友傳福音,首張日語專輯 活出愛 (愛を形に)發行了！ 向日本朋友傳福音
8438,泥土音樂,依然愛我 You still love me （音樂會版）盛曉玫 Amy Sand 專輯 ：不變的愛,依然愛我 You still love me (音樂會版)盛曉玫 Amy Sand 專輯 ：不變的愛
8440,泥土音樂,恩典夠用 Sufficient Grace （音樂會版） 盛曉玫 Amy Sand 專輯 ：脚步,恩典夠用 Sufficient Grace (音樂會版) 盛曉玫 Amy Sand 專輯 ：脚步
8444,泥土音樂,為何對我這麼好 Why are you so good to me （音樂會版）盛曉玫 Amy Sand 專輯 ：親密的朋友,為何對我這麼好 Why are you so good to me (音樂會版)盛曉玫 Amy Sand 專輯 ：親密的朋友
8604,我心旋律,《榮耀中的呼喚》The Call in His Gloryl內容源自聖經妥拉:利未記「你要吩咐」篇 צו （利 6:8~8:360 #敬拜詩歌 #妥拉詩歌#worshipsong #TorahSong,《榮耀中的呼喚》The Call in His Gloryl內容源自聖經妥拉:利未記「你要吩咐」篇 צו (利 6:8~8:360 #敬拜詩歌 #妥拉詩歌#worshipsong #TorahSong
8606,我心旋律,《因祂大大戰勝～紅海得勝之歌》 l Great Is His Victory-The Song of Victory at the Red Sea #原創詩歌 #得勝之歌  #信心之歌,《因祂大大戰勝～紅海得勝之歌》 l Great Is His Victory-The Song of Victory at the Red Sea #原創詩歌 #得勝之歌 #信心之歌
8607,我心旋律,《活水的江河》 l Living Water #原創歌曲 #敬拜詩歌  #worshipsong #我要喝 祢所賜的活水 #喜樂的江河 #盼望的泉源,《活水的江河》 l Living Water #原創歌曲 #敬拜詩歌 #worshipsong #我要喝 祢所賜的活水 #喜樂的江河 #盼望的泉源
8616,我心旋律,🔥 詩歌～分別歸我為聖 / 新季節、新音符、新樂章 / ~ 葉邵家菁（創作者）,🔥 詩歌～分別歸我為聖 / 新季節、新音符、新樂章 / ~ 葉邵家菁(創作者)
8617,我心旋律,是祢教导我的手争战(慢版)- 第九专辑「迈向锡安」[官方歌词],是祢教导我的手争战(慢版)- 第九专辑「迈向锡安」
8618,我心旋律,渴慕与寻求- 第九专辑「迈向锡安」[官方歌词],渴慕与寻求- 第九专辑「迈向锡安」
8619,我心旋律,求赐下祢的公义 Shower Your Righteousness Upon Me- 第九专辑「迈向锡安」[官方歌词],求赐下祢的公义 Shower Your Righteousness Upon Me- 第九专辑「迈向锡安」
8620,我心旋律,長兄- 第九专辑「迈向锡安」[官方歌词] HD,長兄- 第九专辑「迈向锡安」
8621,我心旋律,安慰，安慰我的百姓- 第九专辑「迈向锡安」[官方歌词],安慰，安慰我的百姓- 第九专辑「迈向锡安」
8622,我心旋律,神量给我的地界 Inheritance- 第九专辑「迈向锡安」[官方歌词],神量给我的地界 Inheritance- 第九专辑「迈向锡安」
8623,我心旋律,"耶路撒冷 愿你平安 Yerushalayim, Shalom - 第九专辑「迈向锡安」[官方歌词]","耶路撒冷 愿你平安 Yerushalayim, Shalom - 第九专辑「迈向锡安」"
8624,我心旋律,迈向锡安 Up To Zion- 第九专辑「迈向锡安」 [官方歌词],迈向锡安 Up To Zion- 第九专辑「迈向锡安」
8625,我心旋律,我的神 我的王- 第九专辑「迈向锡安」[官方歌词],我的神 我的王- 第九专辑「迈向锡安」
